2016-11-19 16:53:33.782248 	 2016-11-19 	 1 	 si
2016-11-19 16:54:11.663834 	 2016-11-19 	 3 	 no
2016-11-19 16:57:04.634703 	 2016-11-19 	 1 	 no
2016-11-19 17:03:48.461553 	 2016-11-19 	 3 	 si
2016-11-19 17:03:49.371950 	 2016-11-19 	 4 	 si
2016-11-19 17:03:50.365040 	 2016-11-19 	 5 	 si
2016-11-19 17:06:05.912553 	 2016-11-19 	 5 	 no
2016-11-19 17:08:22.130982 	 2016-11-19 	 1 	 si
